"filename", "language", "JavaScript", "JSON", "Ignore", "YAML", "Markdown", "JSON with Comments", "TypeScript JSX", "TypeScript", "Less", "HTML", "CSV", "XML", "Shell Script", "CSS", "Docker", "comment", "blank", "total"
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-algorithm\src\utils\index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-algorithm\src\utils\string.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 13, 3, 54
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-algorithm\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\.fatherrc.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\.umirc.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\CHANGELOG.md", "Markdown", 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 64
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\README.md", "Markdown", 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 75
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\package.json", "JSON", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 61
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ActivateRelations\ActivateRelations.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 27, 10, 93
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ActivateRelations\ActiveEdge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 36
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ActivateRelations\Component.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 52
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ActivateRelations\activate-relations-v2.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 286, 0, 0, 0, 0, 0, 0, 0, 15, 20, 321
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ActivateRelations\index.md", "Markdown", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ActivateRelations\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ActivateRelations\info.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ActivateRelations\registerMeta.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 1, 2, 88
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\CanvasSetting\CanvasClick.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 41
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\CanvasSetting\CanvasDoubleClick.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 24
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\CanvasSetting\Component.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 58
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\CanvasSetting\index.md", "Markdown", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\CanvasSetting\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 28
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\CanvasSetting\registerMeta.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 1, 4, 108
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ChartAnalysis\Charts\ColumnChart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 82
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ChartAnalysis\Charts\LineChart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 52
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ChartAnalysis\Charts\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 183, 0, 0, 0, 0, 0, 0, 0, 0, 23, 19, 225
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ChartAnalysis\Component.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 36
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ChartAnalysis\index.less", "Less", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ChartAnalysis\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ChartAnalysis\info.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ChartAnalysis\registerMeta.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 8, 147
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ClearCanvas\Component.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ClearCanvas\index.md", "Markdown", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ClearCanvas\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ClearCanvas\info.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ClearCanvas\registerMeta.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\CommonNeighbor\Component.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 20, 14, 174
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\CommonNeighbor\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\CommonNeighbor\info.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\CommonNeighbor\registerMeta.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ContentContainer\Component.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 45
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ContentContainer\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ContentContainer\info.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 1, 12
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ContentContainer\registerMeta.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 3, 27
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ContextMenu\Container.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 61
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ContextMenu\ContextMenu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 57
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ContextMenu\index.md", "Markdown", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ContextMenu\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ContextMenu\info.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ContextMenu\registerMeta.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 1, 2, 25
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ContextMenu\useContextMenu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 10, 19, 145
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\Copyright\Component.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\Copyright\index.less", "Less", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\Copyright\index.md", "Markdown", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\Copyright\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\Copyright\info.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\Copyright\registerMeta.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 3, 50
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\CreateCombo\Component.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 37
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\CreateCombo\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\CreateCombo\info.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\CreateCombo\registerMeta.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\DownLoad\Component.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\DownLoad\index.md", "Markdown", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\DownLoad\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\DownLoad\info.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\DownLoad\registerMeta.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\Export\Component.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 46
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\Export\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\Export\info.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\Export\registerMeta.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FilterPanel\Charts\ColumnChart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15, 110
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FilterPanel\Charts\HistogramChart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 14, 15, 130
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FilterPanel\Charts\HistogramOptions.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 90
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FilterPanel\Charts\LineChart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 117
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FilterPanel\Charts\PieChart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 72
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FilterPanel\Charts\WorldCloudChart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 70
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FilterPanel\Charts\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FilterPanel\Component.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 328, 0, 0, 0, 0, 0, 0, 0, 0, 21, 30, 379
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FilterPanel\FilterSelection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 326, 0, 0, 0, 0, 0, 0, 0, 0, 7, 26, 359
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FilterPanel\RecommendFilter.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 44
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FilterPanel\index.less", "Less", 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 2, 4, 32
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FilterPanel\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FilterPanel\info.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FilterPanel\registerMeta.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 10, 155
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FilterPanel\type.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 7, 5, 47
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FilterPanel\utils.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 51, 13, 223
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FitCenterView\Component.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 31
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FitCenterView\index.md", "Markdown", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FitCenterView\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FitCenterView\info.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FitCenterView\registerMeta.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FitCenter\Component.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FitCenter\index.md", "Markdown", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FitCenter\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FitCenter\info.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FitCenter\registerMeta.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FitView\Component.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FitView\index.md", "Markdown", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FitView\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FitView\info.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\FitView\registerMeta.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ForceSimulation\Component.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 72
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ForceSimulation\index.md", "Markdown", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ForceSimulation\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ForceSimulation\info.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\ForceSimulation\registerMeta.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 2, 29
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\GrailLayout\Component.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 177, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25, 203
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\GrailLayout\Containers\BottomContainer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 35
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\GrailLayout\Containers\LeftContainer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\GrailLayout\Containers\RightContainer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\GrailLayout\Containers\TopContainer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 34
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\GrailLayout\Containers\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\GrailLayout\index.less", "Less", 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 6, 81
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\GrailLayout\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 22
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\GrailLayout\registerMeta.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 4, 133
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\GrailLayout\typing.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\GrailLayout\useComponents.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 69
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\GroupBar\Component.less", "Less", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\nico\Desktop\G6VP\G6VP\packages\gi-assets-basic\src\components\GroupBar\Component.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 94
